Well1_Depth,Well1_RHOB,Well2_Depth,Well2_RHOB,Well3_Depth,Well3_RHOB
3054.5532,2.238,3190.494,2.2261,2999.5368,2.2105
3054.7056,2.2333,3190.6464,2.2269,2999.6892,2.2411
3054.858,2.233,3190.7988,2.2242,2999.8416,2.295
3055.0104,2.2383,3190.9512,2.2215,2999.994,2.3479
3055.1628,2.2424,3191.1036,2.2195,3000.1464,2.3432
3055.3152,2.2424,3191.256,2.2195,3000.2988,2.2695
3055.4676,2.2251,3191.4084,2.2173,3000.4512,2.1604
3055.62,2.2105,3191.5608,2.2119,3000.6036,2.1228
3055.7724,2.1999,3191.7132,2.2055,3000.756,2.1501
3055.9248,2.1906,3191.8656,2.2008,3000.9084,2.1727
3056.0772,2.1912,3192.018,2.2161,3001.0608,2.1762
3056.2296,2.2005,3192.1704,2.2428,3001.2132,2.1946
3056.382,2.2198,3192.3228,2.2703,3001.3656,2.24
3056.5344,2.243,3192.4752,2.2834,3001.518,2.2668
3056.6868,2.2604,3192.6276,2.2711,3001.6704,2.21
3056.8392,2.2733,3192.78,2.2607,3001.8228,2.1376
3056.9916,2.2863,3192.9324,2.2491,3001.9752,2.1295
3057.144,2.2997,3193.0848,2.2404,3002.1276,2.2158
3057.2964,2.3133,3193.2372,2.2301,3002.28,2.2882
3057.4488,2.3209,3193.3896,2.2552,3002.4324,2.3276
3057.6012,2.3074,3193.542,2.2883,3002.5848,2.3123
3057.7536,2.2878,3193.6944,2.31,3002.7372,2.293
3057.906,2.2702,3193.8468,2.3018,3002.8896,2.2618
3058.0584,2.2569,3193.9992,2.2816,3003.042,2.2384
3058.2108,2.2477,3194.1516,2.2605,3003.1944,2.2339
3058.3632,2.2404,3194.304,2.254,3003.3468,2.2685
3058.5156,2.2359,3194.4564,2.2604,3003.4992,2.3288
3058.668,2.24,3194.6088,2.2748,3003.6516,2.3731
3058.8204,2.2458,3194.7612,2.2933,3003.804,2.3912
3058.9728,2.2403,3194.9136,2.3163,3003.9564,2.3528
3059.1252,2.2337,3195.066,2.3373,3004.1088,2.3039
3059.2776,2.2355,3195.2184,2.3392,3004.2612,2.2561
3059.43,2.2472,3195.3708,2.3068,3004.4136,2.2283
3059.5824,2.2565,3195.5232,2.2728,3004.566,2.2113
3059.7348,2.2532,3195.6756,2.2526,3004.7184,2.1892
3059.8872,2.2448,3195.828,2.2811,3004.8708,2.1729
3060.0396,2.239,3195.9804,2.3162,3005.0232,2.1729
3060.192,2.2424,3196.1328,2.3679,3005.1756,2.229
3060.3444,2.2518,3196.2852,2.3539,3005.328,2.2878
3060.4968,2.2599,3196.4376,2.3112,3005.4804,2.3364
3060.6492,2.2606,3196.59,2.2556,3005.6328,2.361
3060.8016,2.2606,3196.7424,2.2275,3005.7852,2.3544
3060.954,2.2599,3196.8948,2.2239,3005.9376,2.3337
3061.1064,2.2546,3197.0472,2.2346,3006.09,2.3188
3061.2588,2.2486,3197.1996,2.2509,3006.2424,2.3272
3061.4112,2.2434,3197.352,2.2656,3006.3948,2.3309
3061.5636,2.2424,3197.5044,2.2785,3006.5472,2.2985
3061.716,2.2414,3197.6568,2.3031,3006.6996,2.2502
3061.8684,2.2408,3197.8092,2.3228,3006.852,2.2164
3062.0208,2.2393,3197.9616,2.3331,3007.0044,2.2133
3062.1732,2.2375,3198.114,2.3154,3007.1568,2.2481
3062.3256,2.2402,3198.2664,2.2887,3007.3092,2.2869
3062.478,2.2462,3198.4188,2.2547,3007.4616,2.3183
3062.6304,2.2515,3198.5712,2.2342,3007.614,2.3622
3062.7828,2.2569,3198.7236,2.2238,3007.7664,2.3868
3062.9352,2.2596,3198.876,2.2321,3007.9188,2.3479
3063.0876,2.2603,3199.0284,2.2365,3008.0712,2.2749
3063.24,2.2565,3199.1808,2.2377,3008.2236,2.2067
3063.3924,2.2479,3199.3332,2.2386,3008.376,2.1971
3063.5448,2.2337,3199.4856,2.2475,3008.5284,2.221
3063.6972,2.2311,3199.638,2.2569,3008.6808,2.2404
3063.8496,2.2388,3199.7904,2.2635,3008.8332,2.2345
3064.002,2.2571,3199.9428,2.2627,3008.9856,2.2131
3064.1544,2.2692,3200.0952,2.245,3009.138,2.1983
3064.3068,2.2787,3200.2476,2.2351,3009.2904,2.2024
3064.4592,2.2837,3200.4,2.2341,3009.4428,2.2154
3064.6116,2.2844,3200.5524,2.2367,3009.5952,2.2241
3064.764,2.2815,3200.7048,2.238,3009.7476,2.2259
3064.9164,2.2821,3200.8572,2.2367,3009.9,2.2308
3065.0688,2.2991,3201.0096,2.2322,3010.0524,2.2426
3065.2212,2.3304,3201.162,2.2231,3010.2048,2.2534
3065.3736,2.3603,3201.3144,2.2129,3010.3572,2.2534
3065.526,2.3412,3201.4668,2.2047,3010.5096,2.2487
3065.6784,2.2992,3201.6192,2.2032,3010.662,2.2504
3065.8308,2.2746,3201.7716,2.2157,3010.8144,2.2606
3065.9832,2.2804,3201.924,2.2305,3010.9668,2.2694
3066.1356,2.2834,3202.0764,2.2439,3011.1192,2.2483
3066.288,2.2677,3202.2288,2.2446,3011.2716,2.2267
3066.4404,2.2453,3202.3812,2.2379,3011.424,2.2244
3066.5928,2.2338,3202.5336,2.2325,3011.5764,2.236
3066.7452,2.2385,3202.686,2.2332,3011.7288,2.2501
3066.8976,2.2505,3202.8384,2.2359,3011.8812,2.2552
3067.05,2.2601,3202.9908,2.2319,3012.0336,2.2527
3067.2024,2.2621,3203.1432,2.2284,3012.186,2.254
3067.3548,2.2608,3203.2956,2.2252,3012.3384,2.2778
3067.5072,2.2602,3203.448,2.2306,3012.4908,2.2962
3067.6596,2.2643,3203.6004,2.2391,3012.6432,2.3035
3067.812,2.2717,3203.7528,2.2371,3012.7956,2.2731
3067.9644,2.2749,3203.9052,2.234,3012.948,2.2339
3068.1168,2.2742,3204.0576,2.2424,3013.1004,2.2171
3068.2692,2.2749,3204.21,2.2777,3013.2528,2.2476
3068.4216,2.2786,3204.3624,2.3045,3013.4052,2.2879
3068.574,2.2843,3204.5148,2.3149,3013.5576,2.3108
3068.7264,2.2896,3204.6672,2.2854,3013.71,2.3269
3068.8788,2.2889,3204.8196,2.2486,3013.8624,2.339
3069.0312,2.2786,3204.972,2.2259,3014.0148,2.3115
3069.1836,2.2719,3205.1244,2.215,3014.1672,2.2579
3069.336,2.2677,3205.2768,2.2245,3014.3196,2.2256
3069.4884,2.2627,3205.4292,2.2386,3014.472,2.2274
3069.6408,2.2605,3205.5816,2.2488,3014.6244,2.254
3069.7932,2.2663,3205.734,2.2503,3014.7768,2.2677
3069.9456,2.2784,3205.8864,2.2484,3014.9292,2.2586
3070.098,2.2858,3206.0388,2.2475,3015.0816,2.2378
3070.2504,2.2725,3206.1912,2.2469,3015.234,2.238
3070.4028,2.2566,3206.3436,2.2429,3015.3864,2.259
3070.5552,2.2592,3206.496,2.2468,3015.5388,2.2858
3070.7076,2.2679,3206.6484,2.2502,3015.6912,2.2951
3070.86,2.2762,3206.8008,2.2508,3015.8436,2.2843
3071.0124,2.2814,3206.9532,2.2454,3015.996,2.2628
3071.1648,2.2846,3207.1056,2.2394,3016.1484,2.2466
3071.3172,2.2846,3207.258,2.2342,3016.3008,2.2789
3071.4696,2.2762,3207.4104,2.2355,3016.4532,2.3725
3071.622,2.2606,3207.5628,2.2375,3016.6056,2.4916
3071.7744,2.2473,3207.7152,2.2381,3016.758,2.5781
3071.9268,2.2407,3207.8676,2.2381,3016.9104,2.5875
3072.0792,2.2308,3208.02,2.2352,3017.0628,2.4998
3072.2316,2.217,3208.1724,2.2292,3017.2152,2.3806
3072.384,2.2051,3208.3248,2.2212,3017.3676,2.3136
3072.5364,2.2003,3208.4772,2.2132,3017.52,2.2929
3072.6888,2.2016,3208.6296,2.2065,3017.6724,2.2824
3072.8412,2.2104,3208.782,2.2063,3017.8248,2.2656
3072.9936,2.2292,3208.9344,2.215,3017.9772,2.2484
3073.146,2.2474,3209.0868,2.2277,3018.1296,2.2376
3073.2984,2.2645,3209.2392,2.237,3018.282,2.2353
3073.4508,2.2709,3209.3916,2.2424,3018.4344,2.2413
3073.6032,2.2729,3209.544,2.2415,3018.5868,2.255
3073.7556,2.275,3209.6964,2.2393,3018.7392,2.2749
3073.908,2.275,3209.8488,2.2379,3018.8916,2.282
3074.0604,2.2697,3210.0012,2.2404,3019.044,2.2681
3074.2128,2.2663,3210.1536,2.2414,3019.1964,2.2497
3074.3652,2.2678,3210.306,2.236,3019.3488,2.2453
3074.5176,2.2775,3210.4584,2.2287,3019.5012,2.2555
3074.67,2.288,3210.6108,2.2245,3019.6536,2.2684
3074.8224,2.2924,3210.7632,2.2212,3019.806,2.2799
3074.9748,2.2854,3210.9156,2.2179,3019.9584,2.2891
3075.1272,2.2814,3211.068,2.2133,3020.1108,2.3038
3075.2796,2.2811,3211.2204,2.2105,3020.2632,2.2898
3075.432,2.2843,3211.3728,2.2151,3020.4156,2.2704
3075.5844,2.2897,3211.5252,2.2218,3020.568,2.2603
3075.7368,2.2944,3211.6776,2.2245,3020.7204,2.2527
3075.8892,2.2925,3211.83,2.2218,3020.8728,2.2719
3076.0416,2.2833,3211.9824,2.217,3021.0252,2.3051
3076.194,2.2727,3212.1348,2.2138,3021.1776,2.3285
3076.3464,2.2582,3212.2872,2.2312,3021.33,2.326
3076.4988,2.2464,3212.4396,2.2564,3021.4824,2.2837
3076.6512,2.2352,3212.592,2.279,3021.6348,2.2367
3076.8036,2.2296,3212.7444,2.2737,3021.7872,2.2255
3076.956,2.228,3212.8968,2.2373,3021.9396,2.2153
3077.1084,2.2294,3213.0492,2.2064,3022.092,2.2302
3077.2608,2.2353,3213.2016,2.1897,3022.2444,2.2485
3077.4132,2.242,3213.354,2.1926,3022.3968,2.2501
3077.5656,2.2427,3213.5064,2.2016,3022.5492,2.2415
3077.718,2.2448,3213.6588,2.2116,3022.7016,2.2362
3077.8704,2.2528,3213.8112,2.223,3022.854,2.2311
3078.0228,2.267,3213.9636,2.2372,3023.0064,2.2299
3078.1752,2.2775,3214.116,2.2469,3023.1588,2.2439
3078.3276,2.2851,3214.2684,2.2418,3023.3112,2.2848
3078.48,2.2899,3214.4208,2.2313,3023.4636,2.3068
3078.6324,2.2933,3214.5732,2.2217,3023.616,2.3236
3078.7848,2.2925,3214.7256,2.2189,3023.7684,2.2915
3078.9372,2.2845,3214.878,2.2227,3023.9208,2.2624
3079.0896,2.2727,3215.0304,2.2248,3024.0732,2.2412
3079.242,2.2641,3215.1828,2.2215,3024.2256,2.2307
3079.3944,2.2568,3215.3352,2.2156,3024.378,2.2234
3079.5468,2.2547,3215.4876,2.2128,3024.5304,2.221
3079.6992,2.2615,3215.64,2.2095,3024.6828,2.2202
3079.8516,2.2744,3215.7924,2.2061,3024.8352,2.2228
3080.004,2.287,3215.9448,2.2021,3024.9876,2.2274
3080.1564,2.2951,3216.0972,2.2034,3025.14,2.2358
3080.3088,2.3018,3216.2496,2.2054,3025.2924,2.2401
3080.4612,2.2973,3216.402,2.2014,3025.4448,2.2445
3080.6136,2.2838,3216.5544,2.2001,3025.5972,2.2463
3080.766,2.2686,3216.7068,2.1994,3025.7496,2.2496
3080.9184,2.2611,3216.8592,2.2007,3025.902,2.2596
3081.0708,2.2619,3217.0116,2.2014,3026.0544,2.2702
3081.2232,2.2679,3217.164,2.2028,3026.2068,2.2669
3081.3756,2.274,3217.3164,2.2127,3026.3592,2.2567
3081.528,2.2781,3217.4688,2.216,3026.5116,2.2633
3081.6804,2.2767,3217.6212,2.2126,3026.664,2.2853
3081.8328,2.2694,3217.7736,2.2084,3026.8164,2.2986
3081.9852,2.2589,3217.926,2.2033,3026.9688,2.2686
3082.1376,2.2548,3218.0784,2.2133,3027.1212,2.2416
3082.29,2.2575,3218.2308,2.222,3027.2736,2.2204
3082.4424,2.2623,3218.3832,2.2358,3027.426,2.2256
3082.5948,2.2685,3218.5356,2.2497,3027.5784,2.2342
3082.7472,2.2767,3218.688,2.2603,3027.7308,2.2378
3082.8996,2.2828,3218.8404,2.2632,3027.8832,2.2422
3083.052,2.2808,3218.9928,2.2561,3028.0356,2.2496
3083.2044,2.2668,3219.1452,2.2493,3028.188,2.2504
3083.3568,2.2592,3219.2976,2.2394,3028.3404,2.249
3083.5092,2.2593,3219.45,2.2241,3028.4928,2.2462
3083.6616,2.264,3219.6024,2.2053,3028.6452,2.2449
3083.814,2.2675,3219.7548,2.1991,3028.7976,2.2485
3083.9664,2.2662,3219.9072,2.199,3028.95,2.2524
3084.1188,2.2636,3220.0596,2.1998,3029.1024,2.2552
3084.2712,2.2655,3220.212,2.201,3029.2548,2.2573
3084.4236,2.2716,3220.3644,2.2017,3029.4072,2.2589
3084.576,2.2762,3220.5168,2.2017,3029.5596,2.2571
3084.7284,2.2748,3220.6692,2.2037,3029.712,2.2531
3084.8808,2.2708,3220.8216,2.2062,3029.8644,2.2475
3085.0332,2.2718,3220.974,2.2117,3030.0168,2.2385
3085.1856,2.2799,3221.1264,2.2137,3030.1692,2.2311
3085.338,2.29,3221.2788,2.2136,3030.3216,2.2269
3085.4904,2.2987,3221.4312,2.2151,3030.474,2.2273
3085.6428,2.3049,3221.5836,2.2218,3030.6264,2.2327
3085.7952,2.3049,3221.736,2.2263,3030.7788,2.2408
3085.9476,2.3002,3221.8884,2.2247,3030.9312,2.2482
3086.1,2.293,3222.0408,2.2213,3031.0836,2.255
3086.2524,2.287,3222.1932,2.2186,3031.236,2.2582
3086.4048,2.2817,3222.3456,2.2156,3031.3884,2.2521
3086.5572,2.2816,3222.498,2.2112,3031.5408,2.2416
3086.7096,2.2884,3222.6504,2.2082,3031.6932,2.2278
3086.862,2.2983,3222.8028,2.2065,3031.8456,2.2256
3087.0144,2.3062,3222.9552,2.2051,3031.998,2.2364
3087.1668,2.3063,3223.1076,2.2024,3032.1504,2.2507
3087.3192,2.3063,3223.26,2.2028,3032.3028,2.2598
3087.4716,2.3067,3223.4124,2.2048,3032.4552,2.2509
3087.624,2.3063,3223.5648,2.2079,3032.6076,2.2375
3087.7764,2.3049,3223.7172,2.2108,3032.76,2.2253
3087.9288,2.3016,3223.8696,2.2108,3032.9124,2.2173
3088.0812,2.2997,3224.022,2.2121,3033.0648,2.2191
3088.2336,2.301,3224.1744,2.2141,3033.2172,2.2218
3088.386,2.301,3224.3268,2.2161,3033.3696,2.2259
3088.5384,2.3003,3224.4792,2.2134,3033.522,2.2313
3088.6908,2.2997,3224.6316,2.2127,3033.6744,2.2353
3088.8432,2.2964,3224.784,2.2127,3033.8268,2.2376
3088.9956,2.2923,3224.9364,2.2147,3033.9792,2.2477
3089.148,2.2883,3225.0888,2.2181,3034.1316,2.2685
3089.3004,2.2905,3225.2412,2.2214,3034.284,2.2861
3089.4528,2.2979,3225.3936,2.222,3034.4364,2.293
3089.6052,2.3037,3225.546,2.2214,3034.5888,2.285
3089.7576,2.3064,3225.6984,2.2172,3034.7412,2.2789
3089.91,2.3104,3225.8508,2.2089,3034.8936,2.2682
3090.0624,2.3122,3226.0032,2.2012,3035.046,2.2499
3090.2148,2.3157,3226.1556,2.1981,3035.1984,2.2387
3090.3672,2.3123,3226.308,2.1881,3035.3508,2.2319
3090.5196,2.2979,3226.4604,2.1811,3035.5032,2.2312
3090.672,2.2882,3226.6128,2.1771,3035.6556,2.2331
3090.8244,2.2862,3226.7652,2.1775,3035.808,2.2332
3090.9768,2.2909,3226.9176,2.1775,3035.9604,2.2291
3091.1292,2.2943,3227.07,2.1744,3036.1128,2.2271
3091.2816,2.2963,3227.2224,2.1755,3036.2652,2.2291
3091.434,2.2963,3227.3748,2.1807,3036.4176,2.2303
3091.5864,2.2997,3227.5272,2.1881,3036.57,2.2263
3091.7388,2.2996,3227.6796,2.1955,3036.7224,2.2224
3091.8912,2.2936,3227.832,2.1942,3036.8748,2.224
3092.0436,2.283,3227.9844,2.1888,3037.0272,2.2271
3092.196,2.2757,3228.1368,2.1829,3037.1796,2.2271
3092.3484,2.273,3228.2892,2.1842,3037.332,2.2234
3092.5008,2.2744,3228.4416,2.1876,3037.4844,2.2177
3092.6532,2.2749,3228.594,2.1889,3037.6368,2.2161
3092.8056,2.2709,3228.7464,2.1889,3037.7892,2.2247
3092.958,2.2675,3228.8988,2.1903,3037.9416,2.2402
3093.1104,2.2683,3229.0512,2.1989,3038.094,2.2551
3093.2628,2.2739,3229.2036,2.2016,3038.2464,2.2652
3093.4152,2.2806,3229.356,2.2016,3038.3988,2.2789
3093.5676,2.2849,3229.5084,2.201,3038.5512,2.3065
3093.72,2.2749,3229.6608,2.2003,3038.7036,2.3454
3093.8724,2.2624,3229.8132,2.2015,3038.856,2.3798
3094.0248,2.2518,3229.9656,2.2036,3039.0084,2.3929
3094.1772,2.2432,3230.118,2.2063,3039.1608,2.3714
3094.3296,2.2342,3230.2704,2.2077,3039.3132,2.348
3094.482,2.2353,3230.4228,2.2117,3039.4656,2.3193
3094.6344,2.2457,3230.5752,2.2164,3039.618,2.2827
3094.7868,2.2559,3230.7276,2.2224,3039.7704,2.2455
3094.9392,2.2648,3230.88,2.2259,3039.9228,2.2283
3095.0916,2.2776,3231.0324,2.2284,3040.0752,2.2294
3095.244,2.2941,3231.1848,2.2275,3040.2276,2.233
3095.3964,2.3155,3231.3372,2.225,3040.38,2.2336
3095.5488,2.3181,3231.4896,2.2237,3040.5324,2.2349
3095.7012,2.2982,3231.642,2.2237,3040.6848,2.2324
3095.8536,2.2879,3231.7944,2.2237,3040.8372,2.2289
3096.006,2.2862,3231.9468,2.2218,3040.9896,2.2329
3096.1584,2.2815,3232.0992,2.2198,3041.142,2.2512
3096.3108,2.2717,3232.2516,2.2216,3041.2944,2.2681
3096.4632,2.2637,3232.404,2.227,3041.4468,2.2998
3096.6156,2.2622,3232.5564,2.2311,3041.5992,2.3005
3096.768,2.2675,3232.7088,2.2325,3041.7516,2.2998
3096.9204,2.2782,3232.8612,2.2311,3041.904,2.2826
3097.0728,2.2934,3233.0136,2.2291,3042.0564,2.273
3097.2252,2.3087,3233.166,2.2258,3042.2088,2.2566
3097.3776,2.3094,3233.3184,2.2198,3042.3612,2.2493
3097.53,2.3014,3233.4708,2.2179,3042.5136,2.2411
3097.6824,2.3021,3233.6232,2.2244,3042.666,2.2397
3097.8348,2.3083,3233.7756,2.2348,3042.8184,2.2375
3097.9872,2.3114,3233.928,2.2454,3042.9708,2.2355
3098.1396,2.3094,3234.0804,2.2488,3043.1232,2.2328
3098.292,2.3144,3234.2328,2.2401,3043.2756,2.2288
3098.4444,2.3273,3234.3852,2.2291,3043.428,2.2288
3098.5968,2.324,3234.5376,2.2228,3043.5804,2.2381
3098.7492,2.2941,3234.69,2.2246,3043.7328,2.2516
3098.9016,2.2767,3234.8424,2.2304,3043.8852,2.2681
3099.054,2.3011,3234.9948,2.2371,3044.0376,2.2887
3099.2064,2.3308,3235.1472,2.2425,3044.19,2.3106
3099.3588,2.3526,3235.2996,2.2439,3044.3424,2.3275
3099.5112,2.3539,3235.452,2.2432,3044.4948,2.3371
3099.6636,2.3419,3235.6044,2.2406,3044.6472,2.3194
3099.816,2.3426,3235.7568,2.2359,3044.7996,2.2915
3099.9684,2.3492,3235.9092,2.2306,3044.952,2.2556
3100.1208,2.3465,3236.0616,2.238,3045.1044,2.2238
3100.2732,2.3385,3236.214,2.2529,3045.2568,2.2072
3100.4256,2.3335,3236.3664,2.2704,3045.4092,2.1824
3100.578,2.3339,3236.5188,2.2787,3045.5616,2.1537
3100.7304,2.3356,3236.6712,2.2727,3045.714,2.1443
3100.8828,2.3361,3236.8236,2.2624,3045.8664,2.1854
3101.0352,2.334,3236.976,2.2524,3046.0188,2.2675
3101.1876,2.3295,3237.1284,2.2471,3046.1712,2.3326
3101.34,2.3234,3237.2808,2.2375,3046.3236,2.3684
3101.4924,2.318,3237.4332,2.2231,3046.476,2.3785
3101.6448,2.3159,3237.5856,2.2034,3046.6284,2.3705
3101.7972,2.3152,3237.738,2.1886,3046.7808,2.3558
3101.9496,2.3179,3237.8904,2.1855,3046.9332,2.3376
3102.102,2.3272,3238.0428,2.1911,3047.0856,2.3158
3102.2544,2.3365,3238.1952,2.2054,3047.238,2.2944
3102.4068,2.329,3238.3476,2.2094,3047.3904,2.27
3102.5592,2.3217,3238.5,2.2077,3047.5428,2.2435
3102.7116,2.3227,3238.6524,2.2055,3047.6952,2.2289
3102.864,2.3285,3238.8048,2.2059,3047.8476,2.2276
3103.0164,2.3345,3238.9572,2.2137,3048,2.2368
3103.1688,2.3371,3239.1096,2.2226,3048.1524,2.249
3103.3212,2.3347,3239.262,2.2239,3048.3048,2.2599
3103.4736,2.33,3239.4144,2.2157,3048.4572,2.2634
3103.626,2.3243,3239.5668,2.2088,3048.6096,2.2553
3103.7784,2.3137,3239.7192,2.2198,3048.762,2.2432
3103.9308,2.3005,3239.8716,2.2521,3048.9144,2.2399
3104.0832,2.2935,3240.024,2.2794,3049.0668,2.2405
3104.2356,2.2936,3240.1764,2.2938,3049.2192,2.2405
3104.388,2.3058,3240.3288,2.3,3049.3716,2.237
3104.5404,2.3097,3240.4812,2.2955,3049.524,2.236
3104.6928,2.3098,3240.6336,2.2787,3049.6764,2.2396
3104.8452,2.3118,3240.786,2.2563,3049.8288,2.2448
3104.9976,2.3151,3240.9384,2.2409,3049.9812,2.2482
3105.15,2.3164,3241.0908,2.2247,3050.1336,2.2492
3105.3024,2.3204,3241.2432,2.217,3050.286,2.2485
3105.4548,2.328,3241.3956,2.2183,3050.4384,2.2479
3105.6072,2.3365,3241.548,2.219,3050.5908,2.2445
3105.7596,2.3448,3241.7004,2.2199,3050.7432,2.2438
3105.912,2.3483,3241.8528,2.2275,3050.8956,2.2452
3106.0644,2.3367,3242.0052,2.2456,3051.048,2.2479
3106.2168,2.3272,3242.1576,2.2679,3051.2004,2.2472
3106.3692,2.3237,3242.31,2.2924,3051.3528,2.2438
3106.5216,2.3244,3242.4624,2.3077,3051.5052,2.2432
3106.674,2.3218,3242.6148,2.2884,3051.6576,2.2464
3106.8264,2.3197,3242.7672,2.2558,3051.81,2.253
3106.9788,2.321,3242.9196,2.2344,3051.9624,2.2624
3107.1312,2.3277,3243.072,2.2495,3052.1148,2.2704
3107.2836,2.3309,3243.2244,2.3095,3052.2672,2.2675
3107.436,2.3215,3243.3768,2.4017,3052.4196,2.2585
3107.5884,2.3077,3243.5292,2.503,3052.572,2.2479
3107.7408,2.3037,3243.6816,2.5557,3052.7244,2.2505
3107.8932,2.3322,3243.834,2.499,3052.8768,2.2519
3108.0456,2.3775,3243.9864,2.4267,3053.0292,2.2505
3108.198,2.3984,3244.1388,2.28,3053.1816,2.2472
3108.3504,2.4175,3244.2912,2.2541,3053.334,2.2431
3108.5028,2.4135,3244.4436,2.2308,3053.4864,2.2432
3108.6552,2.4121,3244.596,2.2074,3053.6388,2.2452
3108.8076,2.4194,3244.7484,2.1863,3053.7912,2.2485
3108.96,2.4194,3244.9008,2.1649,3053.9436,2.2485
3109.1124,2.3912,3245.0532,2.1516,3054.096,2.2438
3109.2648,2.3838,3245.2056,2.1466,3054.2484,2.2425
3109.4172,2.45,3245.358,2.1424,3054.4008,2.2445
3109.5696,2.5031,3245.5104,2.141,3054.5532,2.2465
3109.722,2.5445,3245.6628,2.141,3054.7056,2.2406
3109.8744,2.5505,3245.8152,2.1387,3054.858,2.2326
3110.0268,2.5381,3245.9676,2.1364,3055.0104,2.2255
3110.1792,2.4593,3246.12,2.1351,3055.1628,2.2241
3110.3316,2.3679,3246.2724,2.1357,3055.3152,2.2292
3110.484,2.259,3246.4248,2.1411,3055.4676,2.2367
3110.6364,2.2158,3246.5772,2.1586,3055.62,2.2412
3110.7888,2.2025,3246.7296,2.2051,3055.7724,2.2418
3110.9412,2.1985,3246.882,2.2582,3055.9248,2.2445
3111.0936,2.185,3247.0344,2.2938,3056.0772,2.2485
3111.246,2.1704,3247.1868,2.2611,3056.2296,2.2499
3111.3984,2.1645,3247.3392,2.2049,3056.382,2.2505
3111.5508,2.1597,3247.4916,2.1877,3056.5344,2.2505
3111.7032,2.1532,3247.644,2.1913,3056.6868,2.2485
3111.8556,2.1497,3247.7964,2.2005,3056.8392,2.2429
3112.008,2.1472,3247.9488,2.2027,3056.9916,2.2375
3112.1604,2.1615,3248.1012,2.2073,3057.144,2.2351
3112.3128,2.1852,3248.2536,2.208,3057.2964,2.2343
3112.4652,2.2297,3248.406,2.2021,3057.4488,2.237
3112.6176,2.2929,3248.5584,2.1963,3057.6012,2.2451
3112.77,2.3009,3248.7108,2.1834,3057.7536,2.2538
3112.9224,2.2635,3248.8632,2.1745,3057.906,2.2612
3113.0748,2.1952,3249.0156,2.1706,3058.0584,2.2659
3113.2272,2.1718,3249.168,2.1696,3058.2108,2.2701
3113.3796,2.1705,3249.3204,2.1711,3058.3632,2.2742
3113.532,2.1922,3249.4728,2.1736,3058.5156,2.2743
3113.6844,2.2119,3249.6252,2.1776,3058.668,2.2683
3113.8368,2.2335,3249.7776,2.1841,3058.8204,2.2571
3113.9892,2.2429,3249.93,2.197,3058.9728,2.247
3114.1416,2.2363,3250.0824,2.2093,3059.1252,2.238
3114.294,2.2136,3250.2348,2.2226,3059.2776,2.2267
3114.4464,2.1884,3250.3872,2.2308,3059.43,2.2098
3114.5988,2.1904,3250.5396,2.2282,3059.5824,2.1924
3114.7512,2.2419,3250.692,2.2214,3059.7348,2.21
3114.9036,2.2729,3250.8444,2.2145,3059.8872,2.2476
3115.056,2.2908,3250.9968,2.2117,3060.0396,2.3153
3115.2084,2.2842,3251.1492,2.2089,3060.192,2.3523
3115.3608,2.2606,3251.3016,2.2073,3060.3444,2.369
3115.5132,2.2429,3251.454,2.2073,3060.4968,2.3573
3115.6656,2.2422,3251.6064,2.2114,3060.6492,2.3241
3115.818,2.2435,3251.7588,2.2147,3060.8016,2.2976
3115.9704,2.2442,3251.9112,2.2159,3060.954,2.2896
3116.1228,2.226,3252.0636,2.2165,3061.1064,2.3156
3116.2752,2.2054,3252.216,2.2191,3061.2588,2.3337
3116.4276,2.1841,3252.3684,2.2224,3061.4112,2.3232
3116.58,2.1727,3252.5208,2.2184,3061.5636,2.2787
3116.7324,2.1706,3252.6732,2.2108,3061.716,2.2409
3116.8848,2.1754,3252.8256,2.1963,3061.8684,2.2493
3117.0372,2.1873,3252.978,2.199,3062.0208,2.2871
3117.1896,2.2021,3253.1304,2.2027,3062.1732,2.3113
3117.342,2.2177,3253.2828,2.2134,3062.3256,2.3153
3117.4944,2.229,3253.4352,2.2214,3062.478,2.2742
3117.6468,2.2329,3253.5876,2.2221,3062.6304,2.2342
3117.7992,2.2309,3253.74,2.2214,3062.7828,2.2102
3117.9516,2.2279,3253.8924,2.2249,3062.9352,2.2071
3118.104,2.2245,3254.0448,2.2316,3063.0876,2.2126
3118.2564,2.2199,3254.1972,2.2336,3063.24,2.216
3118.4088,2.2116,3254.3496,2.2306,3063.3924,2.218
3118.5612,2.1969,3254.502,2.2261,3063.5448,2.2213
3118.7136,2.1969,3254.6544,2.2259,3063.6972,2.2266
3118.866,2.2043,3254.8068,2.2365,3063.8496,2.236
3119.0184,2.2175,3254.9592,2.2517,3064.002,2.2434
3119.1708,2.2182,3255.1116,2.2778,3064.1544,2.2464
3119.3232,2.2168,3255.264,2.2557,3064.3068,2.2418
3119.4756,2.2168,3255.4164,2.2304,3064.4592,2.2392
3119.628,2.2208,3255.5688,2.2062,3064.6116,2.2398
3119.7804,2.2297,3255.7212,2.1998,3064.764,2.2433
3119.9328,2.252,3255.8736,2.1998,3064.9164,2.2478
3120.0852,2.311,3256.026,2.1991,3065.0688,2.2448
3120.2376,2.3967,3256.1784,2.1984,3065.2212,2.2417
3120.39,2.4702,3256.3308,2.1991,3065.3736,2.2448
