f,2dsth,2dstp,2dsts,3dst,WT
210,0.36818482,1.449994526,0.548485861,1.368422074,1.236831086
210.5,0.359358418,1.442545594,0.515143204,1.36488262,1.236529067
211,0.355412029,1.435096663,0.492140935,1.37147861,1.236227048
211.5,0.351465641,1.427647732,0.480431948,1.3780746,1.235925029
212,0.347519252,1.420198801,0.468722961,1.384670589,1.235623009
212.5,0.343572863,1.412749869,0.457013973,1.391266579,1.23532099
213,0.339626474,1.405300938,0.445304986,1.397862569,1.235018971
213.5,0.335680086,1.397852007,0.433595999,1.371502019,1.234716952
214,0.331733697,1.390403076,0.421887012,1.332432705,1.234414933
214.5,0.327787308,1.382954144,0.410178024,1.293363391,1.234112914
215,0.323840919,1.375505213,0.398469037,1.254294077,1.233810894
215.5,0.31989453,1.368056282,0.38676005,1.215224763,1.233508875
216,0.291064512,1.360607351,0.375051062,1.176155449,1.233206856
216.5,0.26134607,1.353158419,0.363342075,1.137086135,1.232904837
217,0.231627627,1.345709488,0.351633088,1.098016821,1.232602818
217.5,0.201909184,1.338260557,0.339924101,1.058947506,1.232300799
218,0.172190741,1.330811626,0.328215113,1.019878192,1.231998779
218.5,0.142472299,1.323362694,0.317196513,0.980808878,1.23169676
219,0.112753856,1.315913763,0.3397472,0.941739564,1.231394741
219.5,0.083035413,1.308464832,0.362297886,0.939360452,1.231092722
220,0.078262187,1.301015901,0.384848573,0.944434315,1.230790703
220.5,0.08739519,1.293566969,0.407399259,0.949508178,1.230488683
221,0.096528194,1.28306164,0.429949946,0.95458204,1.230186664
221.5,0.105661198,1.264034636,0.452500632,0.959655903,1.229884645
222,0.114794202,1.245007632,0.475051319,0.964729766,1.229582626
222.5,0.123927205,1.225980628,0.497602005,0.969803629,1.229280607
223,0.133060209,1.206953624,0.520152692,0.974877492,1.228978588
223.5,0.142193213,1.18792662,0.542703378,0.979951354,1.228676568
224,0.151326216,1.168899616,0.54848523,0.971913014,1.228374549
224.5,0.16045922,1.149872612,0.518403962,0.93583191,1.22807253
225,0.169592224,1.130845607,0.488322694,0.899750806,1.227770511
225.5,0.178725228,1.111818603,0.458241426,0.863669702,1.225835179
226,0.173846722,1.104123542,0.428160158,0.827588598,1.223796555
226.5,0.164333111,1.100177166,0.39807889,0.791507494,1.221757931
227,0.154819501,1.09623079,0.367997622,0.75542639,1.219719306
227.5,0.14530589,1.092284415,0.337916354,0.719345286,1.217680682
228,0.135792279,1.088338039,0.307835086,0.683264181,1.215642058
228.5,0.126278669,1.084391663,0.340515902,0.647183077,1.213603434
229,0.116765058,1.080445287,0.373496032,0.611101973,1.211564809
229.5,0.107251448,1.076498911,0.406476163,0.610982968,1.209526185
230,0.097737837,1.072552535,0.439456293,0.633181628,1.207487561
230.5,0.09552974,1.068606159,0.472436424,0.655380287,1.205448937
231,0.11658638,1.062547308,0.505416554,0.677578946,1.203410313
231.5,0.137643019,1.016247912,0.538396685,0.699777606,1.201371688
232,0.158699659,0.969948517,0.571376815,0.675565302,1.199333064
232.5,0.179756299,0.923649121,0.604356946,0.643853491,1.19729444
233,0.200812938,0.877349725,0.615740108,0.61214168,1.195255816
233.5,0.221869578,0.831050329,0.603977837,0.580429869,1.193217192
234,0.242926218,0.784750934,0.592215567,0.548718059,1.191178567
234.5,0.263982857,0.738451538,0.580453297,0.517006248,1.189139943
235,0.285039497,0.692152142,0.568691027,0.485294437,1.187101319
235.5,0.306096137,0.645852747,0.556928757,0.453582626,1.185062695
236,0.327152777,0.599553351,0.545166486,0.421870815,1.18302407
236.5,0.345941275,0.553253955,0.533404216,0.390159004,1.180985446
237,0.360486476,0.506954559,0.521641946,0.358447194,1.178946822
237.5,0.375031677,0.460655164,0.509879676,0.326735383,1.176908198
238,0.389576878,0.414355768,0.498117406,0.38281592,1.174869574
238.5,0.404122079,0.386387422,0.486355135,0.441588663,1.172830949
239,0.418667279,0.36355478,0.474592865,0.500361405,1.170792325
239.5,0.43321248,0.340722138,0.483560665,0.559134148,1.168753701
240,0.447757681,0.317889496,0.523229505,0.61790689,1.166715077
240.5,0.462302882,0.295056854,0.562898345,0.676679633,1.164676453
241,0.476848083,0.272224211,0.602567184,0.735452375,1.162637828
241.5,0.491393284,0.249391569,0.642236024,0.794225118,1.160599204
242,0.505938485,0.226558927,0.681904864,0.85299786,1.15856058
242.5,0.520483686,0.203726285,0.721573704,0.911770602,1.156521956
243,0.535028887,0.180893643,0.761242544,0.970543345,1.154483331
243.5,0.549574087,0.158061001,0.800911384,1.029316087,1.152444707
244,0.564119288,0.135228359,0.840580223,1.08808883,1.150406083
244.5,0.578664489,0.112395716,0.880249063,1.146861572,1.148367459
245,0.59320969,0.117148795,0.919917903,1.139932889,1.146328835
245.5,0.579371642,0.133639006,0.959586743,1.10504966,1.14429021
246,0.538526442,0.150129217,0.958527101,1.07016643,1.142251586
246.5,0.497681243,0.166619428,0.872270693,1.0352832,1.140212962
247,0.456836043,0.183109639,0.786014284,1.00039997,1.138174338
247.5,0.415990843,0.19959985,0.699757876,0.96551674,1.136135714
248,0.375145643,0.216090061,0.613501467,0.93063351,1.134097089
248.5,0.334300443,0.232580272,0.527245059,0.89575028,1.132058465
249,0.293455244,0.249070483,0.44098865,0.860867051,1.130019841
249.5,0.252610044,0.265560694,0.354732242,0.838095273,1.127981217
250,0.211764844,0.282050905,0.268475833,0.867270141,1.125942593
250.5,0.170919644,0.298541116,0.182219425,0.89644501,1.123903968
251,0.130074444,0.315031327,0.095963016,0.925619878,1.121865344
251.5,0.144448819,0.331521538,0.112958321,0.954794747,1.11982672
252,0.192397088,0.348011749,0.1927314,0.983969616,1.117788096
252.5,0.240345357,0.36450196,0.27250448,1.013144484,1.115749471
253,0.288293626,0.380992172,0.352277559,1.042319353,1.113710847
253.5,0.336241894,0.397482383,0.432050639,1.071494221,1.111672223
254,0.384190163,0.413972594,0.511823718,1.10066909,1.109633599
254.5,0.432138432,0.430462805,0.591596797,1.129843958,1.107594975
255,0.480086701,0.446953016,0.671369877,1.159018827,1.10555635
255.5,0.528034969,0.463443227,0.751142956,1.171714294,1.103517726
256,0.575983238,0.479933438,0.830916036,1.145668243,1.101479102
256.5,0.623931507,0.496423649,0.910689115,1.119622193,1.099440478
257,0.671879775,0.51291386,0.913374634,1.093576143,1.097401854
257.5,0.675490453,0.529404071,0.909388005,1.067530093,1.095363229
258,0.662805687,0.545894282,0.905401376,1.041484043,1.093324605
258.5,0.650120921,0.562384493,0.901414747,1.015437993,1.091048906
259,0.637436155,0.578874704,0.897428118,0.989391943,1.088338984
259.5,0.624751389,0.595364915,0.893441489,0.963345893,1.085629062
260,0.612066624,0.611855126,0.889454861,0.937299842,1.08291914
260.5,0.599381858,0.628345337,0.885468232,0.911253792,1.080209219
261,0.611076605,0.644835548,0.912934823,0.885207742,1.077499297
261.5,0.6392367,0.661325759,0.961644176,0.859161692,1.074789375
262,0.667396795,0.67781597,1.010353529,0.833115642,1.072079453
262.5,0.695556889,0.694306181,1.059062882,0.807069592,1.069369531
263,0.723716984,0.710796392,1.107772236,0.781023542,1.06665961
263.5,0.751877079,0.727286603,1.156481589,0.754977492,1.063949688
264,0.780037174,0.743776814,1.205190942,0.728931441,1.061239766
264.5,0.808197269,0.760267025,1.253900295,0.727187464,1.058529844
265,0.836357364,0.776757236,1.302609648,0.753684526,1.055819923
265.5,0.864517459,0.793247447,1.351319002,0.780181589,1.053110001
266,0.892677553,0.809737658,1.400028355,0.806678651,1.050400079
266.5,0.920837648,0.826227869,1.448737708,0.833175714,1.047690157
267,0.912686168,0.84271808,1.435096258,0.859672777,1.044980236
267.5,0.889430771,0.825746256,1.395519788,0.886169839,1.042270314
268,0.866175373,0.777544252,1.355943319,0.912666902,1.039560392
268.5,0.842919975,0.729342248,1.316366849,0.939163964,1.03685047
269,0.819664577,0.681140244,1.276790379,0.965661027,1.034140549
269.5,0.796409179,0.632938241,1.237213909,0.992158089,1.031430627
270,0.773153781,0.584736237,1.197637439,1.018655152,1.028720705
270.5,0.749898384,0.536534233,1.15806097,1.045152215,1.026010783
271,0.726642986,0.488332229,1.1184845,1.071649277,1.023300862
271.5,0.703387588,0.440130225,1.07890803,1.09814634,1.02059094
272,0.68013219,0.391928221,1.03933156,1.124643402,1.017881018
272.5,0.656876792,0.343726217,0.999755091,1.151140465,1.015171096
273,0.633621395,0.295524213,0.960178621,1.177637528,1.012461174
273.5,0.610365997,0.24732221,0.920602151,1.20413459,1.009751253
274,0.607718583,0.199120206,0.881025681,1.230631653,1.007041331
274.5,0.631566074,0.150918202,0.841449212,1.257128715,1.004331409
275,0.655413564,0.107109727,0.801872742,1.28059386,1.001621487
275.5,0.679261054,0.132841743,0.762296272,1.256070005,0.998911566
276,0.703108545,0.158573758,0.788959438,1.23154615,0.996201644
276.5,0.726956035,0.184305773,0.825491788,1.207022295,0.993491722
277,0.725668539,0.210037789,0.862024137,1.185525815,0.9907818
277.5,0.698453878,0.235769804,0.898556486,1.167152122,0.988071879
278,0.671239217,0.26150182,0.935088835,1.14877843,0.985361957
278.5,0.644024556,0.287233835,0.971621184,1.130404737,0.982652035
279,0.616809895,0.312965851,0.923399237,1.112031045,0.979942113
279.5,0.589595234,0.338697866,0.868311363,1.093657352,0.977232192
280,0.562380573,0.364429882,0.813223488,1.07528366,0.97452227
280.5,0.535165913,0.390161897,0.758135613,1.056909967,0.971812348
281,0.507951252,0.415893913,0.703047738,1.038536275,0.969102426
281.5,0.480736591,0.441625928,0.647959863,1.020162582,0.966392504
282,0.45352193,0.467357944,0.592871988,1.00178889,0.963682583
282.5,0.426307269,0.493089959,0.537784113,0.983415197,0.960972661
283,0.399092608,0.518821975,0.532843716,0.965041505,0.958262739
283.5,0.392337663,0.543008722,0.561112684,0.946667813,0.955552817
284,0.41470885,0.56499565,0.589381653,0.92829412,0.952842896
284.5,0.437080036,0.586982577,0.617650622,0.909920428,0.950105888
285,0.459451223,0.608969505,0.64591959,0.891546735,0.946609001
285.5,0.48182241,0.630956433,0.674188559,0.873173043,0.943112114
286,0.504193596,0.65294336,0.702457528,0.85479935,0.939615227
286.5,0.526564783,0.674930288,0.730726496,0.836425658,0.936118339
287,0.54893597,0.696917215,0.758995465,0.818051965,0.932621452
287.5,0.571307156,0.718904143,0.787264433,0.799678273,0.929124565
288,0.593678343,0.74089107,0.815533402,0.78130458,0.925627678
288.5,0.61604953,0.762877998,0.843802371,0.762930888,0.922130791
289,0.638420716,0.749146883,0.872071339,0.744557196,0.918633903
289.5,0.660791903,0.720902128,0.900340308,0.726183503,0.915137016
290,0.663740043,0.692657372,0.928609277,0.707809811,0.911640129
290.5,0.627761334,0.664412616,0.956878245,0.689436118,0.908143242
291,0.591782626,0.63616786,0.985147214,0.671062426,0.904646354
291.5,0.555803917,0.607923104,0.918256598,0.652688733,0.901149467
292,0.519825208,0.579678348,0.846859793,0.634315041,0.89765258
292.5,0.483846499,0.551433593,0.775462988,0.615941348,0.894155693
293,0.44786779,0.523188837,0.704066183,0.597567656,0.890658806
293.5,0.411889082,0.494944081,0.632669378,0.579193963,0.887161918
294,0.375910373,0.466699325,0.561272573,0.560820271,0.883665031
294.5,0.339931664,0.438454569,0.489875768,0.542446579,0.880168144
295,0.303952955,0.410209813,0.418478963,0.524072886,0.876671257
295.5,0.267974246,0.381965058,0.406114005,0.505699194,0.87317437
296,0.231995538,0.353720302,0.42822174,0.487325501,0.869677482
296.5,0.207826464,0.325475546,0.450329475,0.479337493,0.866180595
297,0.218481732,0.29723079,0.47243721,0.501974872,0.862683708
297.5,0.229137001,0.268986034,0.494544945,0.52461225,0.859186821
298,0.239792269,0.307200052,0.516652681,0.547249629,0.855689934
298.5,0.250447538,0.354894642,0.538760416,0.569887007,0.852193046
299,0.261102806,0.402589232,0.560868151,0.592524386,0.848696159
299.5,0.271266931,0.450283822,0.582975886,0.615161764,0.845199272
300,0.280327441,0.497978411,0.605083621,0.637799143,0.841702385
300.5,0.289387952,0.545673001,0.627191356,0.660436521,0.838205498
301,0.298448462,0.593367591,0.649299091,0.6830739,0.83470861
301.5,0.307508972,0.641062181,0.671406826,0.705711279,0.831211723
302,0.316569483,0.688756771,0.693514562,0.728348657,0.827714836
302.5,0.325629993,0.73645136,0.715622297,0.750986036,0.824217949
303,0.334690504,0.78414595,0.737730032,0.773623414,0.820721062
303.5,0.343751014,0.83184054,0.759837767,0.796260793,0.817224174
304,0.352811525,0.804827362,0.781945502,0.818898171,0.813727287
304.5,0.361872035,0.776638984,0.804053237,0.81142181,0.8102304
305,0.370932546,0.748450606,0.826160972,0.796200091,0.806733513
305.5,0.379993056,0.720262229,0.848268707,0.780978372,0.803236626
306,0.389053567,0.692073851,0.870376442,0.765756652,0.799739738
306.5,0.398114077,0.663885473,0.892484178,0.750534933,0.796260938
307,0.407174587,0.635697096,0.914591913,0.735313214,0.793224912
307.5,0.416235098,0.607508718,0.936699648,0.720091495,0.790188887
308,0.397504369,0.57932034,0.909645398,0.704869776,0.787152861
308.5,0.364523965,0.551131963,0.85738384,0.689648057,0.784116835
309,0.33154356,0.522943585,0.805122282,0.674426337,0.78108081
309.5,0.298563156,0.494755207,0.752860724,0.661744823,0.778044784
310,0.265582751,0.46656683,0.700599166,0.673583932,0.775008758
310.5,0.232602347,0.438378452,0.648337608,0.68542304,0.771972733
311,0.199621943,0.410190074,0.596076049,0.697262149,0.768936707
311.5,0.166641538,0.382001697,0.543814491,0.709101257,0.765900681
312,0.133661134,0.353813319,0.491552933,0.720940366,0.762864655
312.5,0.100680729,0.325624941,0.439291375,0.732779474,0.75982863
313,0.067700325,0.297436564,0.387029817,0.744618583,0.756792604
313.5,0.087299277,0.269248186,0.334768259,0.730168094,0.753756578
314,0.109117223,0.241059808,0.350337318,0.714608112,0.750720553
314.5,0.130935169,0.261342778,0.38610825,0.699048129,0.747684527
315,0.152753115,0.316521412,0.421879181,0.683488147,0.744648501
315.5,0.174571061,0.371700046,0.457650112,0.667928165,0.741612476
316,0.196389007,0.42687868,0.493421043,0.652368183,0.73857645
316.5,0.218206953,0.482057314,0.529191975,0.636808201,0.735540424
317,0.240024899,0.537235947,0.564962906,0.621248219,0.732504398
317.5,0.261842845,0.592414581,0.600733837,0.605688237,0.729468373
318,0.283660791,0.647593215,0.636504768,0.590128254,0.726432347
318.5,0.305478736,0.702771849,0.6722757,0.574568272,0.723396321
319,0.32376711,0.757950483,0.708046631,0.55900829,0.720360296
319.5,0.294411065,0.813129116,0.743817562,0.543448308,0.71732427
320,0.26505502,0.86830775,0.682424313,0.527888326,0.714288244
320.5,0.235698974,0.923486384,0.607765742,0.512328344,0.711252219
321,0.206342929,0.978665018,0.533107171,0.496768362,0.708216193
321.5,0.176986884,1.033843651,0.458448599,0.481208379,0.705180167
322,0.147630839,1.089022285,0.383790028,0.469104502,0.702144141
322.5,0.118274794,1.144200919,0.309131457,0.481507388,0.699108116
323,0.088918749,1.199379553,0.234472886,0.493910275,0.69607209
323.5,0.103125426,1.254558187,0.159814315,0.506313161,0.693036064
324,0.132202738,1.264405329,0.154287206,0.518716048,0.690000039
324.5,0.16128005,1.238113195,0.20387324,0.531118934,0.686964013
325,0.190357363,1.211821062,0.253459274,0.543521821,0.683927987
325.5,0.219434675,1.185528928,0.303045308,0.555924708,0.680891962
326,0.248511987,1.159236795,0.352631342,0.568327594,0.677855936
326.5,0.277589299,1.132944662,0.402217376,0.580730481,0.67481991
327,0.306666612,1.106652528,0.45180341,0.593133367,0.671783884
327.5,0.335743924,1.080360395,0.501389444,0.605536254,0.668747859
328,0.364821236,1.054068261,0.550975478,0.61793914,0.665711833
328.5,0.393898548,1.027776128,0.600561512,0.630342027,0.662675807
329,0.422975861,1.001483995,0.650147546,0.642744913,0.659639782
329.5,0.452053173,0.975191861,0.69973358,0.6551478,0.656603756
330,0.481130485,0.948899728,0.749319614,0.667550687,0.65356773
330.5,0.510207797,0.930304977,0.755250812,0.679953573,0.650531705
331,0.521763687,0.920157251,0.713275659,0.69235646,0.647495679
331.5,0.489936368,0.910009526,0.671300506,0.704759346,0.644459653
332,0.458109049,0.8998618,0.629325352,0.717162233,0.641423627
332.5,0.42628173,0.889714075,0.587350199,0.729565119,0.638387602
333,0.39445441,0.873625644,0.545375046,0.733031674,0.635351576
333.5,0.362627091,0.855232714,0.503399892,0.733031674,0.63231555
334,0.330799772,0.836839783,0.461424739,0.733031674,0.629279525
334.5,0.298972452,0.818446852,0.419449586,0.733031674,0.626243499
335,0.267145133,0.800053922,0.377474433,0.733031674,0.623207473
335.5,0.235317814,0.781660991,0.335499279,0.733031674,0.620171448
336,0.203490495,0.763268061,0.293524126,0.733031674,0.617135422
336.5,0.171663175,0.74487513,0.251548973,0.733031674,0.614099396
337,0.139835856,0.726482199,0.234304757,0.733031674,0.61106337
337.5,0.116873648,0.708089269,0.254600283,0.733031674,0.608027345
338,0.12765575,0.689696338,0.274895808,0.733031674,0.604991319
338.5,0.138437852,0.671303408,0.295191334,0.733031674,0.601955293
339,0.149219954,0.652910477,0.31548686,0.733031674,0.598919268
339.5,0.160002056,0.634517546,0.335782386,0.719482795,0.595883242
340,0.170784158,0.616124616,0.356077912,0.698341516,0.592847216
340.5,0.181566259,0.597731685,0.376373438,0.677200237,0.589811191
341,0.192348361,0.579338755,0.393303851,0.656058957,0.586775165
341.5,0.203130463,0.560945824,0.367934319,0.634917678,0.583739139
342,0.213912565,0.542552893,0.342564787,0.613776399,0.580703113
342.5,0.210135701,0.524159963,0.317195255,0.59263512,0.577667088
343,0.199987906,0.505767032,0.291825723,0.571493841,0.574803536
343.5,0.189840111,0.487374102,0.266456191,0.550352562,0.572108026
344,0.179692316,0.468981171,0.241086659,0.529211283,0.569412516
344.5,0.169544522,0.45058824,0.215717128,0.508070003,0.566717005
345,0.159396727,0.43219531,0.190347596,0.486928724,0.564021495
345.5,0.149248932,0.413802379,0.164978064,0.465787445,0.561325985
346,0.139101137,0.395409449,0.139608532,0.444646166,0.558630475
346.5,0.128953342,0.377016518,0.114239,0.423504887,0.555934964
347,0.118805547,0.358623587,0.088869468,0.402363608,0.553239454
347.5,0.108657752,0.340230657,0.063499936,0.381222329,0.550543944
348,0.098509958,0.321837726,0.038130404,0.360081049,0.547848434
348.5,0.088362163,0.303444796,0.048158197,0.362084137,0.545152923
349,0.078214368,0.285051865,0.066762508,0.369694939,0.542457413
349.5,0.068066573,0.266658934,0.085366818,0.377305741,0.539761903
350,0.06372892,0.248266004,0.103971129,0.384916543,0.537066392
350.5,0.078015952,0.229873073,0.122575439,0.39127989,0.534370882
351,0.092302983,0.211480143,0.14117975,0.373267409,0.531675372
351.5,0.106590015,0.193087212,0.15978406,0.355254928,0.528979862
352,0.120877046,0.200800824,0.159787694,0.337242446,0.526284351
352.5,0.135164077,0.221338066,0.150654607,0.319229965,0.523588841
353,0.149451109,0.241875308,0.141521519,0.301217484,0.520893331
353.5,0.16373814,0.26241255,0.132388432,0.283205002,0.51819782
354,0.178025171,0.282949792,0.123255344,0.265192521,0.51550231
354.5,0.192312203,0.303487035,0.114122257,0.24718004,0.5128068
355,0.206599234,0.324024277,0.137901212,0.229167558,0.51011129
355.5,0.220886265,0.344561519,0.174143254,0.211155077,0.507415779
356,0.235173297,0.365098761,0.210385295,0.193142596,0.504720269
356.5,0.249460328,0.385636003,0.246627337,0.182683978,0.502024759
357,0.26374736,0.406173245,0.282869379,0.212435355,0.499329249
357.5,0.278034391,0.426710487,0.319111421,0.242186732,0.496633738
358,0.292321422,0.447247729,0.355353462,0.27193811,0.493938228
358.5,0.306608454,0.467784971,0.391595504,0.301689487,0.491242718
359,0.320895485,0.488322213,0.427837546,0.331440864,0.488547207
359.5,0.335182516,0.508859455,0.464079588,0.361192241,0.485851697
360,0.349469548,0.529396697,0.500321629,0.390943618,0.483156187
360.5,0.363756579,0.54993394,0.536563671,0.420694995,0.480460677
361,0.378043611,0.570471182,0.572805713,0.450446372,0.477765166
361.5,0.375960088,0.591008424,0.609047755,0.480197749,0.475069656
362,0.364889706,0.611545666,0.645289796,0.509949126,0.472374146
362.5,0.353819323,0.632082908,0.681531838,0.539700503,0.469678636
363,0.342748941,0.65262015,0.712671625,0.566348232,0.466983125
363.5,0.331678558,0.673157392,0.683842517,0.556517506,0.464287615
364,0.320608176,0.693694634,0.65501341,0.546686779,0.461592105
364.5,0.309537793,0.700714692,0.626184302,0.536856053,0.458896594
365,0.298467411,0.701950642,0.597355194,0.527025327,0.456201084
365.5,0.287397028,0.703186593,0.568526087,0.517194601,0.453505574
366,0.276326646,0.704422543,0.539696979,0.507363874,0.450810064
366.5,0.265256263,0.705658494,0.510867871,0.497533148,0.448114553
367,0.254185881,0.706894444,0.482038763,0.487702422,0.445419043
367.5,0.243115498,0.708130395,0.453209656,0.477871696,0.442723533
368,0.244449891,0.709366346,0.424380548,0.480894299,0.440028023
368.5,0.255297567,0.710602296,0.39555144,0.493774185,0.437332512
369,0.266145243,0.711838247,0.366722333,0.506654071,0.434637002
369.5,0.276992919,0.713074197,0.337893225,0.519533957,0.431941492
370,0.287840595,0.714310148,0.357495294,0.532413843,0.429245981
370.5,0.298688271,0.715546098,0.37715655,0.545293729,0.426550471
371,0.309535947,0.716782049,0.396817807,0.558173615,0.423854961
371.5,0.320383623,0.718018,0.416479063,0.5710535,0.421159451
372,0.331231299,0.71925395,0.430634198,0.583933386,0.41846394
372.5,0.342078975,0.720489901,0.427589835,0.596813272,0.41576843
373,0.352926651,0.721725851,0.424545473,0.609693158,0.41307292
373.5,0.363774327,0.722961802,0.421501111,0.622573044,0.41037741
374,0.374622003,0.724197752,0.418456748,0.63545293,0.407681899
374.5,0.385469679,0.725433703,0.415412386,0.648332816,0.404986389
375,0.396317355,0.726669653,0.412368023,0.661212702,0.402290879
375.5,0.407165031,0.727905604,0.409323661,0.674208656,0.399595368
376,0.418012707,0.729141555,0.406279298,0.688161899,0.396899858
376.5,0.428860383,0.730377505,0.403234936,0.702115142,0.394204348
377,0.439708059,0.731613456,0.400190574,0.716068384,0.391508838
377.5,0.450555735,0.732849406,0.397146211,0.730021627,0.388813327
378,0.461403411,0.734085357,0.410725093,0.743974869,0.386117817
378.5,0.472251087,0.735321307,0.454910364,0.757928112,0.383422307
379,0.483098763,0.736557258,0.499095636,0.771881354,0.380726796
379.5,0.493946439,0.737793209,0.543280907,0.785834597,0.378031286
380,0.504794115,0.739029159,0.587466178,0.79978784,0.375335776
380.5,0.515641791,0.74026511,0.631651449,0.813741082,0.372640266
381,0.526489467,0.74150106,0.675836721,0.827694325,0.370291528
381.5,0.537337143,0.742737011,0.720021992,0.841647567,0.368448899
382,0.548184819,0.743972961,0.764207263,0.85560081,0.366606269
382.5,0.559032495,0.745208912,0.808392535,0.869554052,0.364763639
383,0.569880171,0.746444863,0.852577806,0.862059768,0.362921009
383.5,0.580727847,0.747680813,0.896763077,0.850462245,0.36107838
384,0.591575523,0.748916764,0.940948349,0.838864722,0.35923575
384.5,0.602423199,0.750152714,0.98513362,0.827267199,0.35739312
385,0.610620973,0.751388665,1.022895745,0.815669677,0.35555049
385.5,0.589633561,0.752624615,0.989915353,0.804072154,0.353707861
386,0.568646148,0.753860566,0.956934962,0.792474631,0.351865231
386.5,0.547658736,0.755096517,0.92395457,0.780877108,0.350022601
387,0.526671323,0.756332467,0.890974179,0.769279585,0.348179971
387.5,0.50568391,0.754592931,0.857993787,0.757682062,0.346337342
388,0.484696498,0.746728404,0.825013396,0.746084539,0.344494712
388.5,0.463709085,0.738863877,0.792033004,0.734487017,0.342652082
389,0.442721672,0.73099935,0.759052613,0.722889494,0.340809452
389.5,0.42173426,0.723134822,0.726072221,0.711291971,0.338966823
390,0.400746847,0.715270295,0.69309183,0.699694448,0.337124193
390.5,0.379759435,0.707405768,0.687902627,0.688096925,0.335281563
391,0.358772022,0.699541241,0.727732667,0.678781892,0.333438933
391.5,0.337965353,0.691676714,0.767562707,0.679035582,0.331596304
392,0.368639515,0.683812187,0.807392747,0.679289273,0.329753674
392.5,0.399313678,0.67594766,0.847222788,0.679542964,0.327911044
393,0.429987841,0.668083132,0.887052828,0.679796654,0.326068414
393.5,0.460662003,0.668278957,0.926882868,0.680050345,0.324225785
394,0.491336166,0.67888806,0.966712908,0.680304036,0.322383155
394.5,0.522010329,0.689497163,1.006542948,0.680557726,0.320540525
395,0.552684491,0.700106266,1.046372989,0.680811417,0.318697895
395.5,0.583358654,0.710715369,1.086203029,0.681065108,0.316855266
396,0.614032817,0.721324472,1.126033069,0.681318798,0.315012636
396.5,0.644706979,0.731933575,1.129199186,0.681572489,0.313170006
397,0.675381142,0.742542677,1.094364826,0.676660874,0.311327376
397.5,0.706055305,0.75315178,1.059530466,0.65980822,0.309484747
398,0.736729467,0.763760883,1.024696106,0.642955565,0.307642117
398.5,0.702345099,0.774369986,0.989861747,0.626102911,0.305799487
399,0.662599505,0.784979089,0.955027387,0.609250256,0.303956857
399.5,0.622853912,0.795588192,0.920193027,0.592397602,0.302114227
400,0.583108318,0.789292232,0.885358667,0.575544948,0.300271598
400.5,0.543362725,0.752506476,0.850524308,0.558692293,0.298428968
401,0.503617131,0.71572072,0.815689948,0.541839639,0.296586338
401.5,0.463871537,0.678934964,0.780855588,0.524986984,0.294743708
402,0.424125944,0.642149208,0.746021228,0.50813433,0.292901079
402.5,0.38438035,0.605363452,0.711186869,0.491281675,0.291058449
403,0.344634757,0.568577696,0.676352509,0.474429021,0.289215819
403.5,0.304889163,0.53179194,0.641518149,0.457576366,0.287373189
404,0.265143569,0.495006185,0.606683789,0.440723712,0.28553056
404.5,0.225397976,0.458220429,0.57184943,0.423871058,0.28368793
405,0.185652382,0.421434673,0.53701507,0.407018403,0.2818453
405.5,0.169064793,0.384648917,0.50218071,0.411732965,0.28000267
406,0.164667397,0.347863161,0.46734635,0.427800341,0.278160041
406.5,0.160270001,0.311077405,0.432511991,0.443867718,0.276317411
407,0.155872605,0.274291649,0.397677631,0.459935095,0.274474781
407.5,0.15147521,0.237505893,0.362843271,0.476002472,0.272632151
408,0.147077814,0.200720138,0.328008911,0.492069848,0.270789522
408.5,0.142680418,0.163934382,0.293174552,0.508137225,0.268946892
409,0.138283022,0.127148626,0.258340192,0.509111059,0.267104262
409.5,0.133885626,0.108267103,0.223505832,0.496195622,0.265261632
410,0.129488231,0.125462016,0.188671472,0.483280184,0.263419003
410.5,0.125090835,0.14265693,0.153837113,0.470364747,0.261576373
411,0.120693439,0.159851844,0.119002753,0.45744931,0.259733743
411.5,0.116296043,0.177046757,0.084168393,0.444533872,0.257891113
412,0.111898647,0.194241671,0.078141737,0.431618435,0.256048484
412.5,0.107501251,0.211436585,0.093363456,0.418702997,0.254205854
413,0.103103856,0.228631498,0.108585176,0.40578756,0.252363224
413.5,0.09870646,0.245826412,0.123806895,0.392872122,0.250520594
414,0.094309064,0.263021325,0.139028614,0.379956685,0.248677965
414.5,0.10078836,0.280216239,0.154250333,0.367041247,0.246835335
415,0.109667696,0.305359899,0.169472052,0.35412581,0.244992705
415.5,0.118547032,0.335169215,0.184693771,0.349705837,0.243150075
416,0.127426369,0.364978531,0.19991549,0.356048176,0.241307446
416.5,0.136305705,0.394787848,0.215137209,0.362390515,0.239464816
417,0.145185041,0.424597164,0.230358929,0.368732855,0.237622186
417.5,0.154064377,0.45440648,0.245580648,0.375075194,0.235779556
418,0.162943713,0.484215796,0.260802367,0.381417534,0.233936927
418.5,0.171823049,0.514025113,0.276024086,0.387759873,0.232094297
419,0.180702386,0.543834429,0.291245805,0.394102212,0.230251667
419.5,0.189581722,0.573643745,0.306467524,0.400444552,0.228409037
420,0.198461058,0.603453061,0.321689243,0.406786891,0.226566408
420.5,0.207340394,0.633262378,0.336910963,0.386680221,0.224723778
421,0.21621973,0.663071694,0.352132682,0.364539477,0.222881148
